pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt
2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,W. M. Keck Observatory,7336.5,230.0,10.31,0.92,6657.48,20.95,0.26,98.09,2075.0
2MASS J22362452+4751425 b,2MASS J22362452+4751425,W. M. Keck Observatory,335.10001,230.0,12.3,1.1,3972.875,12.5,0.29,98.09,700.0
30 Ari B b,30 Ari B,Thueringer Landessternwarte Tautenburg,335.10001,0.99,12.3,1.1,4392.4106,13.82,0.29,98.09,700.0
4 UMa b,4 UMa,Thueringer Landessternwarte Tautenburg,269.3,0.87,12.7,1.13,2256.5,7.1,0.432,98.09,700.0
42 Dra b,42 Dra,Thueringer Landessternwarte Tautenburg,479.1,1.19,13.0,1.16,1233.13,3.88,0.38,98.09,700.0
47 UMa b,47 UMa,Lick Observatory,1078.0,2.1,13.2,1.18,804.08,2.53,0.032,98.09,700.0
47 UMa c,47 UMa,Lick Observatory,2391.0,3.6,14.2,1.27,171.621,0.54,0.098,98.09,700.0
47 UMa d,47 UMa,Lick Observatory,14002.0,11.6,13.5,1.2,521.22,1.64,0.16,98.09,700.0
51 Eri b,51 Eri,Gemini Observatory,11688.0,12.0,13.4,1.19,635.66,2.0,0.45,98.09,700.0
51 Peg b,51 Peg,Haute-Provence Observatory,4.230785,0.0527,14.3,1.27,146.2018,0.46,0.013,98.09,700.0
55 Cnc b,55 Cnc,Lick Observatory,14.6516,0.1134,13.9,1.24,263.9785,0.8306,0.0,98.09,700.0
55 Cnc c,55 Cnc,McDonald Observatory,44.3989,0.2373,8.51,0.76,54.4738,0.1714,0.03,98.09,1958.0
55 Cnc d,55 Cnc,Lick Observatory,5574.2,5.957,13.0,1.16,1232.493,3.878,0.13,98.09,1958.0
55 Cnc e,55 Cnc,McDonald Observatory,0.7365474,0.01544,1.875,0.16699999999999998,7.99,0.02514,0.05,98.09,1958.0
55 Cnc f,55 Cnc,Multiple Observatories,259.88,0.7708,7.59,0.677,44.812,0.141,0.08,98.09,546.0
6 Lyn b,6 Lyn,Okayama Astrophysical Observatory,934.3,2.11,13.4,1.19,638.8383,2.01,0.073,98.09,546.0
61 Vir b,61 Vir,Multiple Observatories,4.215,0.050200999999999996,2.11,0.188,5.1,0.016,0.12,98.09,546.0
61 Vir c,61 Vir,Multiple Observatories,38.021,0.2175,4.46,0.39799999999999996,18.2,0.057,0.14,98.09,546.0
61 Vir d,61 Vir,Multiple Observatories,123.01,0.476,5.11,0.456,22.9,0.072,0.35,98.09,546.0
7 CMa b,7 CMa,Anglo-Australian Telescope,735.1,1.758,13.4,1.2,587.9855,1.85,0.06,98.09,546.0
7 CMa c,7 CMa,Multiple Observatories,996.0,2.153,13.9,1.24,276.5121,0.87,0.08,98.09,546.0
70 Vir b,70 Vir,Lick Observatory,116.688,0.481,12.6,1.13,2380.45,7.49,0.3988,98.09,546.0
75 Cet b,75 Cet,Okayama Astrophysical Observatory,691.9,2.1,13.1,1.17,953.49,3.0,0.117,98.09,546.0
8 UMi b,8 UMi,Bohyunsan Optical Astronomical Observatory,93.4,0.49,13.6,1.22,416.3573,1.31,0.06,98.09,546.0
81 Cet b,81 Cet,Okayama Astrophysical Observatory,952.7,2.5,12.8,1.14,1684.4,5.3,0.206,98.09,546.0
91 Aqr b,91 Aqr,Lick Observatory,181.4,0.7,13.1,1.17,1017.0,3.2,0.027,98.09,546.0
AB Pic b,AB Pic,Paranal Observatory,8.46321,260.0,12.3,1.1,4290.5,13.5,0.1,98.09,546.0
AU Mic b,AU Mic,Transiting Exoplanet Survey Satellite (TESS),8.46321,0.066,4.203,0.375,57.2094,0.18,0.1,98.09,546.0
BD+03 2562 b,BD+03 2562,Multiple Observatories,481.9,1.3,12.7,1.13,2034.112,6.4,0.2,98.09,546.0
BD+14 4559 b,BD+14 4559,McDonald Observatory,268.94,0.78,13.8,1.23,330.5432,1.04,0.29,98.09,546.0
BD+15 2375 b,BD+15 2375,Roque de los Muchachos Observatory,153.22,0.576,13.8,1.23,337.21763,1.061,0.001,98.09,546.0
BD+15 2940 b,BD+15 2940,McDonald Observatory,137.48,0.539,13.7,1.23,352.78,1.11,0.26,98.09,546.0
BD+20 2457 b,BD+20 2457,McDonald Observatory,379.63,1.05,11.6,1.03,17668.1697,55.59,0.15,98.09,546.0
BD+20 2457 c,BD+20 2457,McDonald Observatory,621.99,2.01,12.4,1.1,3963.17,12.47,0.18,98.09,546.0
BD+20 274 b,BD+20 274,McDonald Observatory,578.2,1.3,13.0,1.16,1334.886,4.2,0.21,98.09,546.0
BD+20 594 b,BD+20 594,K2,41.6855,0.241,2.5780000000000003,0.23,22.2481,0.07,0.0,98.09,546.0
BD+48 738 b,BD+48 738,McDonald Observatory,392.6,1.0,13.9,1.24,289.2253,0.91,0.2,98.09,370.0
BD+48 740 b,BD+48 740,Multiple Observatories,733.0,1.7,13.5,1.2,540.311,1.7,0.76,98.09,370.0
BD+49 828 b,BD+49 828,McDonald Observatory,2590.0,4.2,13.5,1.21,508.5,1.6,0.35,98.09,370.0
BD-06 1339 b,BD-06 1339,La Silla Observatory,3.8728,0.0428,2.85,0.254,8.5,0.027,0.0,98.09,370.0
BD-06 1339 c,BD-06 1339,La Silla Observatory,125.94,0.435,8.38,0.747,53.0,0.17,0.31,98.09,370.0
BD-08 2823 b,BD-08 2823,La Silla Observatory,5.6,0.06,3.61,0.322,12.7132,0.04,0.15,98.09,370.0
BD-08 2823 c,BD-08 2823,La Silla Observatory,237.6,0.68,12.5,1.11,104.0,0.33,0.19,98.09,370.0
BD-10 3166 b,BD-10 3166,W. M. Keck Observatory,3.48777,0.04,14.1,1.26,187.5197,0.59,0.02,98.09,370.0
BD-11 4672 b,BD-11 4672,La Silla Observatory,1634.0,2.36,14.1,1.25,206.5895,0.65,0.05,98.09,370.0
BD-11 4672 c,BD-11 4672,Roque de los Muchachos Observatory,74.2,0.3,4.04,0.36,15.37,0.04836,0.4,98.09,370.0
BD-13 2130 b,BD-13 2130,La Silla Observatory,714.29999,1.66,12.5,1.11,3108.3774,9.78,0.21,98.09,370.0
BD-17 63 b,BD-17 63,La Silla Observatory,655.6,1.34,12.8,1.15,1620.9,5.1,0.54,98.09,370.0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,W. M. Keck Observatory,10037.5,2.6,12.4,1.11,3337.1,10.5,0.25,98.09,370.0
CHXR 73 b,CHXR 73,Hubble Space Telescope,8.9891,210.0,12.3,1.1,3994.486,12.569,0.25,98.09,2600.0
CI Tau b,CI Tau,Multiple Observatories,8.9891,440.0,12.4,1.11,3686.828,11.6,0.25,98.09,2600.0
CT Cha b,CT Cha,Paranal Observatory,1.5089557,440.0,24.66,2.2,5403.0,17.0,0.0,98.09,2600.0
CoRoT-1 b,CoRoT-1,CoRoT,1.5089557,0.02752,16.7,1.49,327.35,1.03,0.0,98.09,1898.0
CoRoT-10 b,CoRoT-10,CoRoT,13.2406,0.1055,10.87,0.97,874.0,2.75,0.53,98.09,600.0
CoRoT-11 b,CoRoT-11,CoRoT,2.99433,0.0436,16.03,1.43,740.51,2.33,0.0,98.09,1657.0
CoRoT-12 b,CoRoT-12,CoRoT,2.828042,0.04016,16.14,1.44,291.438,0.917,0.07,98.09,1442.0
CoRoT-13 b,CoRoT-13,CoRoT,4.03519,0.051,9.92,0.885,415.704,1.308,0.0,98.09,1700.0
CoRoT-14 b,CoRoT-14,CoRoT,1.51214,0.027,12.22,1.09,2415.4,7.6,0.0,98.09,1952.0
CoRoT-16 b,CoRoT-16,CoRoT,5.35227,0.0618,13.11,1.17,170.032,0.535,0.33,98.09,1626.0
CoRoT-17 b,CoRoT-17,CoRoT,3.7681,0.0461,11.43,1.02,772.29,2.43,0.0,98.09,1626.0
CoRoT-18 b,CoRoT-18,CoRoT,1.9000693,0.0295,14.68,1.31,1102.82,3.47,0.08,132.26,1550.0
CoRoT-19 b,CoRoT-19,CoRoT,3.89713,0.0518,14.46,1.29,352.78,1.11,0.047,132.26,2000.0
CoRoT-2 b,CoRoT-2,CoRoT,1.7429935,0.02798,16.432000000000002,1.466,1102.82,3.47,0.0143,132.26,1521.0
CoRoT-20 b,CoRoT-20,CoRoT,9.24285,0.09,9.416,0.84,1366.669,4.3,0.59,132.26,1024.0
CoRoT-20 c,CoRoT-20,Multiple Observatories,1675.0,2.9,12.2,1.09,5403.11,17.0,0.6,132.26,885.0
CoRoT-21 b,CoRoT-21,CoRoT,2.72474,0.0417,14.572000000000001,1.3,718.2958,2.26,0.0,132.26,885.0
CoRoT-22 b,CoRoT-22,CoRoT,9.75598,0.092,4.88,0.435,12.2,0.038,0.077,132.26,885.0
CoRoT-23 b,CoRoT-23,CoRoT,3.6313,0.048,11.77,1.05,889.9,2.8,0.16,132.26,1660.0
CoRoT-24 b,CoRoT-24,CoRoT,5.1134,0.056,3.7,0.33,5.7,0.018,0.0,132.26,1070.0
CoRoT-24 c,CoRoT-24,CoRoT,11.759,0.098,5.0,0.44,28.0,0.088,0.0,132.26,850.0
CoRoT-25 b,CoRoT-25,CoRoT,4.86069,0.0578,12.11,1.08,85.81,0.27,0.0,132.26,1330.0
CoRoT-26 b,CoRoT-26,CoRoT,4.20474,0.0526,14.12,1.26,165.26,0.52,0.0,132.26,1600.0
CoRoT-27 b,CoRoT-27,CoRoT,3.57532,0.0476,11.287,1.0070000000000001,3302.11,10.39,0.065,132.26,1500.0
CoRoT-28 b,CoRoT-28,CoRoT,5.20851,0.0603,10.705,0.955,153.82972,0.484,0.047,132.26,1695.0
CoRoT-29 b,CoRoT-29,CoRoT,2.85057,0.0386,10.088,0.9,270.1555,0.85,0.082,132.26,1695.0
CoRoT-3 b,CoRoT-3,CoRoT,4.2568,0.05782999999999999,11.32,1.01,6883.91,21.66,0.0,132.26,1695.0
CoRoT-30 b,CoRoT-30,CoRoT,9.06005,0.0844,11.31,1.0090000000000001,921.707,2.9,0.007,132.26,1074.0
CoRoT-31 b,CoRoT-31,CoRoT,4.62941,0.0586,16.365,1.46,266.9772,0.84,0.02,132.26,1074.0
CoRoT-4 b,CoRoT-4,CoRoT,9.20205,0.09,13.34,1.19,228.83,0.72,0.0,132.26,1074.0
CoRoT-5 b,CoRoT-5,CoRoT,4.0378962,0.04947,15.558,1.3880000000000001,148.42,0.467,0.09,132.26,1438.0
CoRoT-6 b,CoRoT-6,CoRoT,8.886593,0.0855,13.068,1.166,940.74,2.96,0.1,132.26,1017.0
CoRoT-7 b,CoRoT-7,CoRoT,0.85359163,0.017016,1.681,0.15,4.07661,0.012830000000000001,0.0,132.26,1756.0
CoRoT-7 c,CoRoT-7,CoRoT,3.698,0.046,2.83,0.253,8.4,0.026430000000000002,0.0,132.26,870.0
CoRoT-8 b,CoRoT-8,CoRoT,6.21229,0.063,6.39,0.57,69.92,0.22,0.0,132.26,870.0
CoRoT-9 b,CoRoT-9,CoRoT,95.272656,0.4021,11.949000000000002,1.0659999999999998,266.9772,0.84,0.133,132.26,420.0
CoRoTID 223977153 b,CoRoTID 223977153,CoRoT,6.71837,0.071,6.388999999999999,0.57,47.6745,0.15,0.0,132.26,938.0
DE CVn b,DE CVn,Multiple Facilities,4098.1,5.75,12.4,1.1,3823.2733,12.0293,0.0,145.1,2200.0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Paranal Observatory,246.36,0.36,11.9,1.06,9057.77,28.5,0.345,145.1,2200.0
DH Tau b,DH Tau,Subaru Telescope,18.57,330.0,30.264,2.7,3496.0,11.0,0.083,145.1,2200.0
DMPP-1 b,DMPP-1,La Silla Observatory,18.57,0.1462,5.29,0.47200000000000003,24.27,0.07636,0.083,145.1,877.0
DMPP-1 c,DMPP-1,La Silla Observatory,6.584,0.0733,3.06,0.273,9.6,0.0302,0.057,145.1,1239.0
DMPP-1 d,DMPP-1,La Silla Observatory,2.882,0.0422,1.65,0.147,3.35,0.01054,0.07,145.1,1632.0
DMPP-1 e,DMPP-1,La Silla Observatory,5.516,0.0651,1.86,0.166,4.13,0.01299,0.07,145.1,1314.0
DMPP-2 b,DMPP-2,Multiple Facilities,5.2072,0.0664,14.3,1.28,138.89171000000002,0.437,0.078,145.1,1000.0
DMPP-3 A b,DMPP-3 A,La Silla Observatory,6.6732,0.0662,1.41,0.126,2.58,0.00812,0.14,145.1,854.0
DP Leo b,DP Leo,Yunnan Astronomical Observatory,10220.0,8.19,12.7,1.14,1995.88832,6.28,0.39,145.1,850.0
DS Tuc A b,DS Tuc A,Transiting Exoplanet Survey Satellite (TESS),8.138268,0.0349,5.7,0.509,413.179,1.3,0.0,145.1,850.0
EPIC 201170410.02,EPIC 201170410,K2,6.7987,0.0349,1.047,0.09300000000000001,1.15,0.0036,0.0,3.5,961.0
EPIC 201238110 b,EPIC 201238110,K2,28.1656,0.0296,1.87,0.16699999999999998,4.16,0.0131,0.0,3.5,961.0
EPIC 201497682 b,EPIC 201497682,K2,2.13174,0.0296,0.6920000000000001,0.062,0.26,0.00082,0.0,3.5,961.0
EPIC 201615463 c,K2-166,K2,3.80464,0.0296,1.22,0.109,1.98,0.00624,0.0,3.5,961.0
EPIC 201754305 d,K2-16,K2,2.71578,0.0296,1.03,0.092,1.08,0.0034,0.0,3.5,961.0
EPIC 201757695.02,EPIC 201757695,K2,2.0478,0.0296,0.9079999999999999,0.081,0.688,0.00217,0.0,3.5,961.0
EPIC 201833600 c,K2-50,K2,3.96151,0.035,1.0,0.08900000000000001,0.972,0.0030600000000000002,0.06,3.5,961.0
EPIC 201841433 b,EPIC 201841433,K2,4.1698,0.035,1.04,0.09300000000000001,1.12,0.00352,0.06,3.5,961.0
EPIC 205950854 c,K2-168,K2,8.050722,0.131,1.31,0.11699999999999999,2.27,0.0071400000000000005,0.06,3.5,961.0
EPIC 206024342 b,EPIC 206024342,K2,4.50756,0.131,1.7,0.152,3.53,0.0111,0.06,3.5,817.0
EPIC 206032309 b,EPIC 206032309,K2,2.87814,0.131,1.01,0.09,1.01,0.00317,0.06,3.5,817.0
EPIC 206042996 b,EPIC 206042996,K2,5.29711,0.131,1.62,0.145,3.26,0.0102,0.06,3.5,817.0
EPIC 206215704 b,EPIC 206215704,K2,2.25372,0.131,0.9,0.08,0.666,0.0021,0.06,3.5,817.0
EPIC 206317286 b,EPIC 206317286,K2,1.58252,0.131,0.96,0.086,0.84,0.00264,0.06,3.5,817.0
EPIC 211822797 b,EPIC 211822797,K2,21.169861,0.131,1.98,0.177,4.58,0.0144,0.06,3.5,817.0
EPIC 211945201 b,EPIC 211945201,K2,19.49221,0.1493,5.76,0.514,27.0,0.08495,0.0,4293.0,817.0
EPIC 212297394 b,EPIC 212297394,K2,2.28943,0.098,1.3230000000000002,0.11800000000000001,2.31,0.00727,0.2,4293.0,536.0
EPIC 212424622 b,EPIC 212424622,K2,18.0983,0.098,2.17,0.19399999999999998,5.35,0.0168,0.2,4293.0,536.0
EPIC 212499991 b,EPIC 212499991,K2,34.885,0.098,1.6,0.14300000000000002,3.19,0.01,0.2,4293.0,536.0
EPIC 212587672 b,EPIC 212587672,K2,15.2841,0.098,1.12,0.1,1.46,0.0045899999999999995,0.2,4293.0,536.0
EPIC 212737443 b,EPIC 212737443,K2,13.603,0.098,2.5860000000000003,0.231,7.2,0.0227,0.2,4293.0,536.0
EPIC 212737443 c,EPIC 212737443,K2,65.55,0.28,2.69,0.24,7.7,0.0242,0.2,4293.0,316.0
EPIC 220554210 c,K2-282,K2,0.70531,0.0134,1.48,0.132,2.79,0.008790000000000001,0.0,4293.0,2119.0
EPIC 220674823 b,EPIC 220674823,K2,0.571331,0.0134,1.82,0.162,7.72,0.02429,0.0,4293.0,2119.0
EPIC 220674823 c,EPIC 220674823,K2,13.339079,0.1091,2.73,0.244,5.8,0.01825,0.18,64.0,741.0
EPIC 246851721 b,EPIC 246851721,K2,6.180235,0.07229,11.780999999999999,1.051,953.49,3.0,0.0,642.0,1401.0
EPIC 248847494 b,EPIC 248847494,K2,3650.0,4.5,12.442,1.11,4131.79,13.0,0.0,0.19,183.0
EPIC 249893012 b,EPIC 249893012,K2,3.5951,0.047,1.95,0.174,8.75,0.027530000000000002,0.06,1037.0,1616.0
EPIC 249893012 c,EPIC 249893012,K2,15.624,0.13,3.67,0.327,14.67,0.04616,0.07,160.0,990.0
EPIC 249893012 d,EPIC 249893012,K2,35.747,0.22,3.94,0.35200000000000004,10.18,0.03203,0.15,53.0,752.0
FU Tau b,FU Tau,Spitzer Space Telescope,5.746007,800.0,12.2,1.09,5085.28,16.0,0.0,7.2,2375.0
G 9-40 b,G 9-40,K2,5.746007,0.0385,2.025,0.18100000000000002,4.76,0.015,0.0,7.2,456.0
GJ 1061 b,GJ 1061,La Silla Observatory,3.204,0.021,1.1,0.098,1.37,0.0043100000000000005,0.31,3.8,529.0
GJ 1061 c,GJ 1061,La Silla Observatory,6.689,0.035,1.18,0.105,1.74,0.00547,0.29,1.4,529.0
GJ 1061 d,GJ 1061,La Silla Observatory,13.031,0.054,1.16,0.10300000000000001,1.64,0.0051600000000000005,0.53,0.6,529.0
GJ 1132 b,GJ 1132,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.13,0.10099999999999999,1.66,0.005220000000000001,0.22,3.1,529.0
GJ 1132 c,GJ 1132,La Silla Observatory,8.929,0.0476,1.43,0.128,2.64,0.00831,0.27,3.1,300.0
GJ 1148 b,GJ 1148,W. M. Keck Observatory,41.38,0.166,11.9,1.07,96.7,0.30425,0.38,3.1,547.0
GJ 1148 c,GJ 1148,Calar Alto Observatory,532.58,0.912,9.71,0.866,68.06,0.21414,0.342,3.1,547.0
GJ 1214 b,GJ 1214,MEarth Project,1.58040456,0.01411,2.847,0.254,6.26125,0.0197,0.0,3.1,547.0
GJ 1252 b,GJ 1252,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,1.193,0.106,2.09,0.00658,0.0,3.1,1089.0
GJ 1265 b,GJ 1265,Calar Alto Observatory,3.6511,0.026,2.63,0.23399999999999999,7.4,0.023280000000000002,0.04,3.1,422.0
GJ 143 b,GJ 143,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,0.233,22.7,0.07142000000000001,0.188,3.1,422.0
GJ 15 A b,GJ 15 A,W. M. Keck Observatory,11.4407,0.072,1.55,0.139,3.03,0.00953,0.094,2.53,550.0
GJ 15 A c,GJ 15 A,Roque de los Muchachos Observatory,7600.0,5.4,6.67,0.595,36.0,0.11327000000000001,0.27,2.53,351.0
GJ 160.2 b,GJ 160.2,Multiple Observatories,5.2354,0.053,3.17,0.28300000000000003,10.2,0.03209,0.06,2.53,351.0
GJ 163 b,GJ 163,La Silla Observatory,8.63182,0.0607,3.25,0.29,10.6,0.03335,0.073,2.53,351.0
GJ 163 c,GJ 163,La Silla Observatory,25.63058,0.1254,2.5,0.223,6.8,0.0214,0.099,2.53,351.0
GJ 163 d,GJ 163,La Silla Observatory,603.95116,1.0304,5.92,0.528,29.4,0.0925,0.373,2.53,351.0
GJ 179 b,GJ 179,W. M. Keck Observatory,2288.0,2.41,13.9,1.24,260.61,0.82,0.21,2.53,351.0
GJ 180 b,GJ 180,Multiple Observatories,17.133,0.092,2.43,0.217,6.49,0.020419999999999997,0.07,2.53,351.0
GJ 180 c,GJ 180,Multiple Observatories,24.329,0.129,2.41,0.215,6.4,0.02014,0.09,2.53,351.0
GJ 180 d,GJ 180,Multiple Facilities,106.3,0.309,2.66,0.237,7.56,0.023790000000000002,0.14,2.53,351.0
GJ 2056 b,GJ 2056,Multiple Observatories,69.971,0.283,4.17,0.37200000000000005,16.2,0.05097,0.72,2.53,351.0
GJ 229 A c,GJ 229,Multiple Facilities,121.995,0.339,2.6,0.23199999999999998,7.268,0.022869999999999998,0.19,2.53,351.0
GJ 229 b,GJ 229,Multiple Observatories,526.115,0.898,2.85,0.254,8.478,0.02667,0.1,2.53,351.0
GJ 251 b,GJ 251,W. M. Keck Observatory,14.238,0.0818,1.83,0.163,4.0,0.01259,0.1,2.53,351.0
GJ 27.1 b,GJ 27.1,Multiple Observatories,15.819,0.101,3.66,0.327,13.0,0.0409,0.08,1.06,350.0
GJ 273 b,GJ 273,La Silla Observatory,18.6498,0.091101,1.51,0.135,2.89,0.00909,0.1,1.06,350.0
GJ 273 c,GJ 273,La Silla Observatory,4.7234,0.036467,1.06,0.094,1.18,0.00371,0.17,6.66,350.0
GJ 3021 b,GJ 3021,La Silla Observatory,133.71,0.49,13.1,1.17,1071.04,3.37,0.511,118.1,350.0
GJ 3082 b,GJ 3082,Multiple Facilities,11.949,0.079,2.79,0.249,8.2,0.0258,0.22,118.1,391.0
GJ 3138 b,GJ 3138,La Silla Observatory,1.22003,0.0197,1.18,0.106,1.78,0.0056,0.19,118.1,391.0
GJ 3138 c,GJ 3138,La Silla Observatory,5.974,0.057,1.88,0.16699999999999998,4.18,0.01315,0.11,13.9,391.0
GJ 3138 d,GJ 3138,La Silla Observatory,257.8,0.698,3.23,0.28800000000000003,10.5,0.03304,0.32,0.1,391.0
GJ 317 b,GJ 317,W. M. Keck Observatory,695.66,1.151,13.3,1.18,794.5,2.5,0.07,1.07,391.0
GJ 317 c,GJ 317,W. M. Keck Observatory,6739.323,5.23,13.5,1.2,522.5,1.6439599999999999,0.17,1.07,391.0
GJ 328 b,GJ 328,McDonald Observatory,4100.0,4.5,13.3,1.19,731.0,2.3,0.37,1.07,391.0
GJ 3293 b,GJ 3293,La Silla Observatory,30.5987,0.14339000000000002,5.19,0.46299999999999997,23.54,0.07406,0.06,1.07,391.0
GJ 3293 c,GJ 3293,La Silla Observatory,122.6196,0.36175,4.87,0.434,21.09,0.06636,0.11,0.17,391.0
GJ 3293 d,GJ 3293,La Silla Observatory,48.1345,0.19394,2.67,0.23800000000000002,7.6,0.02391,0.12,0.59,391.0
GJ 3293 e,GJ 3293,La Silla Observatory,13.2543,0.08208,1.63,0.145,3.28,0.010320000000000001,0.21,3.34,391.0
GJ 3323 b,GJ 3323,La Silla Observatory,5.3636,0.03282,1.23,0.109,2.02,0.00636,0.23,2.58,391.0
GJ 3323 c,GJ 3323,La Silla Observatory,40.54,0.1264,1.32,0.11800000000000001,2.31,0.00727,0.17,0.17,391.0
GJ 3341 b,GJ 3341,La Silla Observatory,14.207,0.089,2.46,0.21899999999999997,6.6,0.0208,0.31,59.4,391.0
GJ 338 B b,GJ 338 B,Calar Alto Observatory,24.45,0.141,3.19,0.284,10.27,0.032310000000000005,0.11,59.4,391.0
GJ 3470 b,GJ 3470,La Silla Observatory,3.3366496,0.0355,4.57,0.408,13.9,0.04373,0.017,59.4,594.0
GJ 3473 b,GJ 3473,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,0.113,1.86,0.00585,0.0,59.4,773.0
GJ 3473 c,GJ 3473,Multiple Observatories,15.509,0.0876,2.63,0.235,7.41,0.02331,0.0,1.95,329.0
GJ 3512 b,GJ 3512,Calar Alto Observatory,203.59,0.338,14.3,1.27,147.15528999999998,0.463,0.4356,12.6,525.0
GJ 357 b,GJ 357,Transiting Exoplanet Survey Satellite (TESS),3.93072,0.035,1.217,0.109,1.84,0.00579,0.08,12.6,525.0
GJ 357 c,GJ 357,Multiple Observatories,9.1247,0.061,1.66,0.14800000000000002,3.4,0.0107,0.08,4.45,401.0
GJ 357 d,GJ 357,Multiple Observatories,55.661,0.204,2.34,0.209,6.1,0.019190000000000002,0.08,0.38,220.0
GJ 3634 b,GJ 3634,La Silla Observatory,2.64561,0.0287,2.83,0.253,8.4,0.026,0.08,3.13,590.0
GJ 3779 b,GJ 3779,Calar Alto Observatory,3.0232,0.026,2.75,0.245,8.0,0.025169999999999998,0.07,3.13,590.0
GJ 3942 b,GJ 3942,Roque de los Muchachos Observatory,6.905,0.0608,2.57,0.22899999999999998,7.14,0.02246,0.121,3.13,590.0
GJ 3998 b,GJ 3998,Roque de los Muchachos Observatory,2.64977,0.029,1.38,0.12300000000000001,2.47,0.00777,0.0,3.13,370.0
GJ 3998 c,GJ 3998,Roque de los Muchachos Observatory,13.74,0.089,2.38,0.212,6.26,0.0197,0.049,3.13,370.0
GJ 411 b,GJ 411,Haute-Provence Observatory,12.946,0.0789,1.45,0.129,2.69,0.008459999999999999,0.12,3.13,370.0
GJ 422 b,GJ 422,Multiple Observatories,20.129,0.111,3.33,0.297,11.07,0.03483,0.11,98.09,686.0
GJ 4276 b,GJ 4276,Calar Alto Observatory,13.352,0.082,4.22,0.377,16.57,0.052129999999999996,0.37,98.09,686.0
GJ 433 b,GJ 433,La Silla Observatory,7.3705,0.062,2.33,0.20800000000000002,6.043,0.01901,0.04,98.09,686.0
GJ 433 c,GJ 433,Multiple Observatories,5094.105,4.819,6.27,0.56,32.422,0.10201,0.12,98.09,686.0
GJ 433 d,GJ 433,Multiple Facilities,36.059,0.178,2.14,0.191,5.223,0.01643,0.07,98.09,686.0
GJ 436 b,GJ 436,W. M. Keck Observatory,2.64388312,0.0291,4.17,0.37200000000000005,22.1,0.07,0.13827,98.09,686.0
GJ 480 b,GJ 480,Multiple Observatories,9.567,0.068,3.69,0.33,13.2,0.041530000000000004,0.1,98.09,510.0
GJ 504 b,GJ 504,Subaru Telescope,8.7076,43.5,13.0,1.16,1271.3,4.0,0.08,98.09,510.0
GJ 536 b,GJ 536,La Silla Observatory,8.7076,0.06661,2.17,0.19399999999999998,5.36,0.01686,0.08,98.09,840.0
GJ 581 b,GJ 581,La Silla Observatory,5.3686,0.04061,4.11,0.366,15.8,0.0497,0.0,98.09,840.0
GJ 581 c,GJ 581,La Silla Observatory,12.914,0.0721,2.21,0.19699999999999998,5.5,0.0173,0.0,98.09,840.0
GJ 581 e,GJ 581,La Silla Observatory,3.149,0.02815,1.17,0.10400000000000001,1.7,0.0053,0.0,98.09,840.0
GJ 625 b,GJ 625,Multiple Observatories,14.628,0.078361,1.49,0.133,2.82,0.008870000000000001,0.13,7.95,468.0
GJ 649 b,GJ 649,W. M. Keck Observatory,598.3,1.135,12.5,1.11,104.244,0.328,0.3,7.95,468.0
GJ 667 C b,GJ 667 C,La Silla Observatory,7.2004,0.0505,2.23,0.19899999999999998,5.6,0.018,0.13,7.95,468.0
GJ 667 C c,GJ 667 C,La Silla Observatory,28.14,0.125,1.77,0.158,3.8,0.012,0.02,7.95,468.0
GJ 667 C e,GJ 667 C,La Silla Observatory,62.24,0.213,1.45,0.129,2.7,0.008,0.02,7.95,468.0
GJ 667 C f,GJ 667 C,La Silla Observatory,39.026,0.156,1.45,0.129,2.7,0.008,0.03,7.95,468.0
GJ 667 C g,GJ 667 C,La Silla Observatory,256.2,0.549,1.99,0.177,4.6,0.014,0.08,7.95,468.0
GJ 674 b,GJ 674,La Silla Observatory,4.6938,0.039,3.33,0.297,11.09,0.035,0.2,7.95,468.0
GJ 676 A b,GJ 676 A,La Silla Observatory,1056.80005,1.82,12.7,1.13,2129.461,6.7,0.33,7.95,468.0
GJ 676 A c,GJ 676 A,Paranal Observatory,7337.0,6.6,12.7,1.13,2161.244,6.8,0.262,7.95,468.0
GJ 676 A d,GJ 676 A,La Silla Observatory,3.6005,0.0413,1.93,0.17300000000000001,4.4,0.014,0.262,7.95,468.0
GJ 676 A e,GJ 676 A,La Silla Observatory,35.39,0.187,2.77,0.247,8.1,0.025,0.125,7.95,468.0
GJ 682 b,GJ 682,Multiple Observatories,17.478,0.08,1.93,0.17300000000000001,4.4,0.01384,0.08,7.95,468.0
GJ 682 c,GJ 682,Multiple Observatories,57.32,0.176,2.89,0.258,8.7,0.02737,0.1,7.95,468.0
GJ 685 b,GJ 685,Qatar,24.16,0.1344,2.95,0.263,9.0,0.028319999999999998,0.0,7.95,468.0
