,pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt
1941,Kepler-1344 b,Kepler-1344,Kepler,4.7683049,0.0568,1.84,4.04,0.0,425.17,1219.0
1942,Kepler-1345 b,Kepler-1345,Kepler,44.616955700000005,0.2638,2.36,6.17,0.0,68.47,693.0
1943,Kepler-1346 b,Kepler-1346,Kepler,3.40165668,0.044000000000000004,1.58,3.12,0.0,545.58,1236.0
1944,Kepler-1347 b,Kepler-1347,Kepler,14.00947528,0.10400000000000001,1.03,1.08,0.0,34.32,617.0
1945,Kepler-1348 b,Kepler-1348,Kepler,27.572274199999995,0.1834,1.94,4.42,0.0,49.66,636.0
1946,Kepler-1349 b,Kepler-1349,Kepler,2.12823928,0.0341,0.7,0.271,0.0,1862.33,1668.0
1947,Kepler-135 b,Kepler-135,Kepler,6.00253,0.067,1.81,3.93,0.0,496.68,1209.0
1948,Kepler-135 c,Kepler-135,Kepler,11.448708,0.10300000000000001,1.16,1.65,0.0,209.97,975.0
1949,Kepler-1350 b,Kepler-1350,Kepler,4.496860400000001,0.0413,2.52,6.9,0.0,27.18,535.0
1950,Kepler-1350 c,Kepler-1350,Kepler,1.76678906,0.0222,1.73,3.64,0.0,94.05,730.0
1951,Kepler-1351 b,Kepler-1351,Kepler,0.91614077,0.0156,0.65,0.20800000000000002,0.0,421.96,1212.0
1952,Kepler-1352 b,Kepler-1352,Kepler,1.87788275,0.03,0.89,0.64,0.0,1892.59,1701.0
1953,Kepler-1353 b,Kepler-1353,Kepler,24.7543966,0.153,1.8,3.89,0.0,10.77,491.0
1954,Kepler-1354 b,Kepler-1354,Kepler,76.613377,0.3521,2.97,9.11,0.0,18.86,466.0
1955,Kepler-1355 b,Kepler-1355,Kepler,1.28958811,0.0224,1.46,2.73,0.0,944.87,1448.0
1956,Kepler-1356 b,Kepler-1356,Kepler,0.63400294,0.0136,1.53,2.96,0.0,1966.06,1714.0
1957,Kepler-1357 b,Kepler-1357,Kepler,3.0091324,0.040999999999999995,1.28,2.18,0.0,449.98,1177.0
1958,Kepler-1358 b,Kepler-1358,Kepler,7.06317341,0.0656,1.12,1.46,0.0,98.83,827.0
1959,Kepler-1359 b,Kepler-1359,Kepler,59.497095200000004,0.2769,2.83,8.4,0.0,2.45,369.0
1960,Kepler-136 b,Kepler-136,Kepler,11.5789,0.106,2.05,19.8,0.0,257.98,951.0
1961,Kepler-136 c,Kepler-136,Kepler,16.399235,0.133,1.99,4.62,0.0,162.04,847.0
1962,Kepler-1360 b,Kepler-1360,Kepler,40.5286413,0.2866,3.4,11.5,0.0,82.56,933.0
1963,Kepler-1361 b,Kepler-1361,Kepler,3.57554956,0.0431,0.86,0.5660000000000001,0.0,186.07,1061.0
1964,Kepler-1362 b,Kepler-1362,Kepler,136.205626,0.4626,2.6,7.27,0.0,1.01,248.0
1965,Kepler-1363 b,Kepler-1363,Kepler,2.94194094,0.0363,1.25,2.1,0.0,191.92,988.0
1966,Kepler-1364 b,Kepler-1364,Kepler,13.32196237,0.1284,2.15,5.27,0.0,672.06,1299.0
1967,Kepler-1365 b,Kepler-1365,Kepler,7.69993485,0.075,0.92,0.721,0.0,456.25,969.0
1968,Kepler-1365 c,Kepler-1365,Kepler,4.77468005,0.0545,0.8,0.43700000000000006,0.0,864.04,1137.0
1969,Kepler-1366 b,Kepler-1366,Kepler,2.16457097,0.0273,1.43,2.63,0.0,134.98,783.0
1970,Kepler-1367 b,Kepler-1367,Kepler,1.57409027,0.0236,0.92,0.721,0.0,225.23,998.0
1971,Kepler-1368 b,Kepler-1368,Kepler,0.67564949,0.0153,1.65,3.36,0.0,4849.26,2085.0
1972,Kepler-1369 b,Kepler-1369,Kepler,25.873148,0.1741,2.69,7.7,0.0,37.16,667.0
1973,Kepler-137 b,Kepler-137,Kepler,8.436387,0.077,1.47,2.76,0.0,86.33,742.0
1974,Kepler-137 c,Kepler-137,Kepler,18.735753,0.13,1.88,4.19,0.0,29.77,568.0
1975,Kepler-1370 b,Kepler-1370,Kepler,20.2641684,0.1495,1.84,4.04,0.0,132.59,770.0
1976,Kepler-1370 c,Kepler-1370,Kepler,7.44142113,0.0767,1.27,2.15,0.0,503.72,1075.0
1977,Kepler-1371 b,Kepler-1371,Kepler,3.4462038999999995,0.0393,0.73,0.315,0.0,414.76,1015.0
1978,Kepler-1371 c,Kepler-1371,Kepler,2.00541269,0.0274,0.64,0.196,0.0,853.27,1216.0
1979,Kepler-1372 b,Kepler-1372,Kepler,1.31155557,0.024,1.27,2.15,0.0,2176.36,1655.0
1980,Kepler-1373 b,Kepler-1373,Kepler,1.29123275,0.0242,1.16,1.65,0.0,10436.6,1887.0
1981,Kepler-1374 b,Kepler-1374,Kepler,10.65276707,0.0918,2.29,5.86,0.0,59.79,737.0
1982,Kepler-1375 b,Kepler-1375,Kepler,3.3004192000000003,0.0471,1.74,3.68,0.0,2948.36,1543.0
1983,Kepler-1376 b,Kepler-1376,Kepler,5.30880656,0.0598,1.05,1.16,0.0,278.9,1042.0
1984,Kepler-1377 b,Kepler-1377,Kepler,0.74092842,0.0153,1.25,2.1,0.0,2909.21,1873.0
1985,Kepler-1378 b,Kepler-1378,Kepler,11.95398936,0.0885,2.2,5.48,0.0,14.87,525.0
1986,Kepler-1379 b,Kepler-1379,Kepler,0.88184115,0.0171,1.3,2.24,0.0,1600.05,1564.0
1987,Kepler-138 b,Kepler-138,Kepler,10.3126,0.076,0.522,0.066,0.006,6.81,443.0
1988,Kepler-138 c,Kepler-138,Kepler,13.7813,0.0906,1.197,1.97,0.011000000000000001,4.63,402.0
1989,Kepler-138 d,Kepler-138,Kepler,23.0881,0.12780999999999998,1.212,0.64,0.027000000000000003,2.32,338.0
1990,Kepler-1380 b,Kepler-1380,Kepler,10.310824499999999,0.0917,1.43,2.63,0.0,90.1,786.0
1991,Kepler-1381 b,Kepler-1381,Kepler,25.384268600000002,0.1728,2.25,5.69,0.0,29.7,649.0
1992,Kepler-1382 b,Kepler-1382,Kepler,16.3583055,0.1404,1.88,4.19,0.0,198.47,959.0
1993,Kepler-1383 b,Kepler-1383,Kepler,13.909358300000001,0.1179,1.41,2.57,0.0,231.4,928.0
1994,Kepler-1384 b,Kepler-1384,Kepler,15.36262753,0.1126,1.94,4.42,0.0,32.23,608.0
1995,Kepler-1385 b,Kepler-1385,Kepler,2.88879862,0.0415,0.85,0.5429999999999999,0.0,1591.48,1423.0
1996,Kepler-1386 b,Kepler-1386,Kepler,6.73972381,0.068,1.24,2.07,0.0,196.53,1011.0
1997,Kepler-1387 b,Kepler-1387,Kepler,2.27952666,0.031,0.93,0.7490000000000001,0.0,300.31,1123.0
1998,Kepler-1388 b,Kepler-1388,Kepler,12.2854603,0.0882,2.59,7.22,0.0,17.67,434.0
1999,Kepler-1388 c,Kepler-1388,Kepler,5.53608151,0.0519,2.26,5.73,0.0,51.04,566.0
2000,Kepler-1388 d,Kepler-1388,Kepler,20.9568158,0.126,2.86,8.55,0.0,8.66,363.0
2001,Kepler-1388 e,Kepler-1388,Kepler,37.6327084,0.1861,2.46,6.62,0.0,3.97,299.0
2002,Kepler-1389 b,Kepler-1389,Kepler,99.25309509999998,0.3869,1.77,3.78,0.0,1.87,300.0
2003,Kepler-139 b,Kepler-139,Kepler,15.771044,0.127,2.94,8.96,0.0,64.78,752.0
2004,Kepler-139 c,Kepler-139,Kepler,157.072878,0.586,3.38,11.4,0.0,3.02,350.0
2005,Kepler-1390 b,Kepler-1390,Kepler,6.48021673,0.0662,1.18,1.76,0.0,171.13,934.0
2006,Kepler-1391 b,Kepler-1391,Kepler,54.4092333,0.2768,1.68,3.46,0.0,33.34,513.0
2007,Kepler-1392 b,Kepler-1392,Kepler,15.1410397,0.1189,1.96,4.5,0.0,61.42,714.0
2008,Kepler-1393 b,Kepler-1393,Kepler,2.44357812,0.0337,0.8,0.43700000000000006,0.0,574.37,1249.0
2009,Kepler-1394 b,Kepler-1394,Kepler,3.93766373,0.0555,1.39,2.51,0.0,2023.01,1947.0
2010,Kepler-1395 b,Kepler-1395,Kepler,3.78470649,0.0494,0.8,0.43700000000000006,0.0,730.53,1311.0
2011,Kepler-1396 b,Kepler-1396,Kepler,18.2206421,0.1406,2.07,4.94,0.0,71.82,786.0
2012,Kepler-1397 b,Kepler-1397,Kepler,47.449954999999996,0.2602,1.72,3.61,0.0,58.1,551.0
2013,Kepler-1398 b,Kepler-1398,Kepler,2.78815679,0.0392,0.9,0.6659999999999999,0.0,1249.49,1510.0
2014,Kepler-1398 c,Kepler-1398,Kepler,4.13827595,0.051,1.03,1.08,0.0,738.18,1324.0
2015,Kepler-1399 b,Kepler-1399,Kepler,1.63865306,0.0276,1.25,2.1,0.0,1707.25,1610.0
2016,Kepler-14 b,Kepler-14,Kepler,6.7901229999999995,0.0771,12.733,2669.66,0.035,1029.51,1605.0
2017,Kepler-140 b,Kepler-140,Kepler,3.25427,0.045,1.61,3.22,0.0,848.7,1301.0
2018,Kepler-140 c,Kepler-140,Kepler,91.353282,0.414,1.8,3.89,0.0,9.96,428.0
2019,Kepler-1400 b,Kepler-1400,Kepler,9.06689421,0.0771,1.62,3.26,0.0,44.52,725.0
2020,Kepler-1401 b,Kepler-1401,Kepler,11.20066445,0.0975,1.68,3.46,0.0,100.91,808.0
2021,Kepler-1402 b,Kepler-1402,Kepler,2.03387914,0.0322,0.76,0.363,0.0,2491.12,1789.0
2022,Kepler-1403 b,Kepler-1403,Kepler,5.19492202,0.064,2.14,5.22,0.0,699.64,1238.0
2023,Kepler-1404 b,Kepler-1404,Kepler,15.9314739,0.1143,2.01,4.7,0.0,39.0,596.0
2024,Kepler-1405 b,Kepler-1405,Kepler,28.2274184,0.1778,3.96,14.9,0.0,33.8,565.0
2025,Kepler-1406 b,Kepler-1406,Kepler,11.62905828,0.0987,1.1,1.37,0.0,125.89,854.0
2026,Kepler-1407 b,Kepler-1407,Kepler,20.071150399999997,0.1502,2.25,5.69,0.0,78.67,826.0
2027,Kepler-1408 b,Kepler-1408,Kepler,2.99793191,0.0425,0.89,0.64,0.0,1982.27,1616.0
2028,Kepler-1409 b,Kepler-1409,Kepler,0.76486493,0.0152,1.04,1.12,0.0,1552.13,1733.0
2029,Kepler-141 b,Kepler-141,Kepler,3.107675,0.039,0.69,0.257,0.0,228.66,968.0
2030,Kepler-141 c,Kepler-141,Kepler,7.010606,0.067,1.41,2.57,0.0,77.41,738.0
2031,Kepler-1410 b,Kepler-1410,Kepler,60.866168,0.2543,1.78,3.82,0.0,1.06,290.0
2032,Kepler-1411 b,Kepler-1411,Kepler,86.1150888,0.4001,2.82,8.35,0.0,8.93,441.0
2033,Kepler-1412 b,Kepler-1412,Kepler,3.6146051,0.0461,0.83,0.498,0.0,1087.78,1397.0
2034,Kepler-1413 b,Kepler-1413,Kepler,13.182964199999999,0.1066,1.82,3.97,0.0,42.83,661.0
2035,Kepler-1414 b,Kepler-1414,Kepler,3.51576315,0.0426,1.23,2.04,0.0,209.46,1033.0
2036,Kepler-1415 b,Kepler-1415,Kepler,0.63642408,0.0144,1.29,2.21,0.0,2138.08,1846.0
2037,Kepler-1416 b,Kepler-1416,Kepler,1.49514952,0.0257,0.88,0.615,0.0,2658.55,1870.0
2038,Kepler-1417 b,Kepler-1417,Kepler,20.3505213,0.1431,1.0,0.972,0.0,114.33,695.0
2039,Kepler-1418 b,Kepler-1418,Kepler,22.476442499999997,0.131,1.66,3.39,0.0,7.29,419.0
2040,Kepler-1419 b,Kepler-1419,Kepler,42.521589500000005,0.2391,2.86,8.55,0.0,21.24,510.0
2041,Kepler-142 b,Kepler-142,Kepler,2.024152,0.032,1.99,4.62,0.0,1247.91,1597.0
2042,Kepler-142 c,Kepler-142,Kepler,4.761702,0.057,2.86,8.55,0.0,399.44,1201.0
2043,Kepler-142 d,Kepler-142,Kepler,41.809118,0.242,2.16,5.31,0.0,22.07,582.0
2044,Kepler-1420 b,Kepler-1420,Kepler,6.69960006,0.0671,1.28,2.18,0.0,131.53,806.0
2045,Kepler-1421 b,Kepler-1421,Kepler,6.913111200000001,0.0762,0.93,0.7490000000000001,0.0,649.15,1209.0
2046,Kepler-1422 b,Kepler-1422,Kepler,18.6051942,0.1499,2.02,4.74,0.0,156.9,833.0
2047,Kepler-1423 b,Kepler-1423,Kepler,23.955378,0.1586,1.06,1.2,0.0,71.16,741.0
2048,Kepler-1424 b,Kepler-1424,Kepler,29.6091744,0.1861,1.16,1.65,0.0,37.12,629.0
2049,Kepler-1425 b,Kepler-1425,Kepler,14.4541302,0.1038,0.94,0.779,0.0,216.41,676.0
2050,Kepler-1426 b,Kepler-1426,Kepler,14.256322699999998,0.1187,1.56,3.05,0.0,95.22,797.0
2051,Kepler-1427 b,Kepler-1427,Kepler,0.96897238,0.0197,1.1,1.37,0.0,2730.51,1844.0
2052,Kepler-1428 b,Kepler-1428,Kepler,10.67607169,0.1059,1.64,3.33,0.0,817.58,1049.0
2053,Kepler-1429 b,Kepler-1429,Kepler,4.48487493,0.055,1.29,2.21,0.0,551.16,1199.0
2054,Kepler-143 b,Kepler-143,Kepler,16.007583,0.127,2.41,6.39,0.0,118.33,838.0
2055,Kepler-143 c,Kepler-143,Kepler,27.082511,0.18100000000000002,3.37,11.3,0.0,58.7,703.0
2056,Kepler-1430 b,Kepler-1430,Kepler,2.46050993,0.0304,1.18,1.76,0.0,208.54,969.0
2057,Kepler-1431 b,Kepler-1431,Kepler,5.86601526,0.0648,1.47,2.76,0.0,469.82,1064.0
2058,Kepler-1432 b,Kepler-1432,Kepler,23.910901100000004,0.1696,2.22,5.56,0.0,119.24,709.0
2059,Kepler-1433 b,Kepler-1433,Kepler,4.13592271,0.0516,1.56,3.05,0.0,535.42,1226.0
2060,Kepler-1434 b,Kepler-1434,Kepler,8.05333618,0.0894,1.11,1.41,0.0,925.29,1320.0
2061,Kepler-1435 b,Kepler-1435,Kepler,4.45343281,0.0546,0.86,0.5660000000000001,0.0,893.89,1331.0
2062,Kepler-1436 b,Kepler-1436,Kepler,9.705716,0.0907,1.31,2.27,0.0,772.08,1001.0
2063,Kepler-1437 b,Kepler-1437,Kepler,10.9295461,0.0951,1.37,2.45,0.0,83.14,770.0
2064,Kepler-1438 b,Kepler-1438,Kepler,2.31942009,0.0346,0.94,0.779,0.0,561.12,1490.0
2065,Kepler-1439 b,Kepler-1439,Kepler,8.07392849,0.0594,1.46,2.73,0.0,9.08,420.0
2066,Kepler-144 b,Kepler-144,Kepler,5.885273000000001,0.066,1.33,2.33,0.0,426.72,1253.0
2067,Kepler-144 c,Kepler-144,Kepler,10.104664999999999,0.094,1.35,2.39,0.0,207.25,1046.0
2068,Kepler-1440 b,Kepler-1440,Kepler,39.859484,0.2274,1.26,2.13,0.0,44.73,597.0
2069,Kepler-1441 b,Kepler-1441,Kepler,39.4419839,0.2346,1.31,2.27,0.0,33.05,682.0
2070,Kepler-1442 b,Kepler-1442,Kepler,81.4162941,0.4039,3.93,14.7,0.0,25.97,522.0
2071,Kepler-1443 b,Kepler-1443,Kepler,2.41811321,0.0368,0.97,0.871,0.0,2809.16,1602.0
2072,Kepler-1444 b,Kepler-1444,Kepler,33.42035034,0.2015,2.18,5.39,0.0,25.94,581.0
2073,Kepler-1445 b,Kepler-1445,Kepler,10.60052251,0.0948,0.96,0.84,0.0,248.55,987.0
2074,Kepler-1446 b,Kepler-1446,Kepler,0.68996783,0.0141,0.82,0.47700000000000004,0.0,1213.33,1539.0
2075,Kepler-1447 b,Kepler-1447,Kepler,56.6747285,0.2836,2.9,8.75,0.0,10.35,522.0
2076,Kepler-1448 b,Kepler-1448,Kepler,12.27065865,0.1058,1.61,3.22,0.0,86.64,811.0
2077,Kepler-1449 b,Kepler-1449,Kepler,13.227452800000002,0.1176,1.68,3.46,0.0,271.88,867.0
2078,Kepler-145 b,Kepler-145,Kepler,22.951,0.1699,2.65,37.1,0.43,154.71,873.0
2079,Kepler-145 c,Kepler-145,Kepler,42.882,0.2578,4.32,79.4,0.11,67.19,709.0
2080,Kepler-1450 b,Kepler-1450,Kepler,54.509416599999994,0.2401,1.71,3.57,0.0,3.08,308.0
2081,Kepler-1451 b,Kepler-1451,Kepler,35.622233,0.2101,3.35,11.2,0.0,18.75,523.0
2082,Kepler-1452 b,Kepler-1452,Kepler,42.913751,0.2697,2.7,7.75,0.0,73.5,810.0
2083,Kepler-1453 b,Kepler-1453,Kepler,47.1611696,0.262,2.67,7.61,0.0,11.89,503.0
2084,Kepler-1454 b,Kepler-1454,Kepler,47.0319479,0.2447,1.88,4.19,0.0,9.08,492.0
2085,Kepler-1455 b,Kepler-1455,Kepler,49.276764,0.2149,2.16,5.31,0.0,1.53,298.0
2086,Kepler-1456 b,Kepler-1456,Kepler,18.1373829,0.1132,1.14,1.55,0.0,8.23,433.0
2087,Kepler-1457 b,Kepler-1457,Kepler,51.1110243,0.2668,1.99,4.62,0.0,23.47,478.0
2088,Kepler-1458 b,Kepler-1458,Kepler,47.9872764,0.2495,2.76,8.05,0.0,8.29,493.0
2089,Kepler-1459 b,Kepler-1459,Kepler,62.86916110000001,0.2829,1.36,2.42,0.0,3.51,349.0
2090,Kepler-146 b,Kepler-146,Kepler,31.158799,0.2,3.71,13.3,0.0,32.89,639.0
2091,Kepler-146 c,Kepler-146,Kepler,76.732171,0.364,3.13,9.96,0.0,9.89,473.0
2092,Kepler-1460 b,Kepler-1460,Kepler,29.963324699999998,0.1614,1.96,4.5,0.0,5.47,391.0
2093,Kepler-1461 b,Kepler-1461,Kepler,29.349477500000003,0.1715,2.03,4.78,0.0,8.88,451.0
2094,Kepler-1462 b,Kepler-1462,Kepler,65.6488341,0.3094,3.82,14.0,0.0,4.7,390.0
2095,Kepler-1463 b,Kepler-1463,Kepler,25.15864,0.1694,1.86,4.12,0.0,57.63,619.0
2096,Kepler-1464 b,Kepler-1464,Kepler,31.778590100000002,0.1803,1.66,3.39,0.0,89.47,564.0
2097,Kepler-1464 c,Kepler-1464,Kepler,5.32786292,0.0548,1.0,0.972,0.0,968.55,1023.0
2098,Kepler-1465 b,Kepler-1465,Kepler,31.827711100000002,0.1939,1.77,3.78,0.0,6.25,668.0
2099,Kepler-1466 b,Kepler-1466,Kepler,31.175044800000002,0.1942,1.55,3.02,0.0,21.88,585.0
2100,Kepler-1467 b,Kepler-1467,Kepler,47.05690429999999,0.2388,3.3,10.9,0.0,7.92,411.0
2101,Kepler-1468 b,Kepler-1468,Kepler,8.23984869,0.0817,1.73,3.64,0.0,481.35,1093.0
2102,Kepler-1468 c,Kepler-1468,Kepler,3.54553021,0.0466,1.15,1.6,0.0,1479.57,1448.0
2103,Kepler-1469 b,Kepler-1469,Kepler,21.863530100000002,0.1466,2.8,8.25,0.0,24.9,551.0
2104,Kepler-147 b,Kepler-147,Kepler,12.610584,0.113,1.53,2.96,0.0,224.61,953.0
2105,Kepler-147 c,Kepler-147,Kepler,33.416422999999995,0.21600000000000003,2.43,6.48,0.0,61.29,689.0
2106,Kepler-1470 b,Kepler-1470,Kepler,16.295090300000002,0.11599999999999999,1.07,1.24,0.0,23.92,574.0
2107,Kepler-1471 b,Kepler-1471,Kepler,3.63899398,0.0453,1.41,2.57,0.0,314.23,1238.0
2108,Kepler-1472 b,Kepler-1472,Kepler,38.1312831,0.2322,1.9,4.27,0.0,57.08,613.0
2109,Kepler-1473 b,Kepler-1473,Kepler,14.427355100000002,0.11599999999999999,1.19,1.81,0.0,111.01,783.0
2110,Kepler-1474 b,Kepler-1474,Kepler,36.433345200000005,0.2108,2.16,5.31,0.0,21.39,561.0
2111,Kepler-1475 b,Kepler-1475,Kepler,82.177374,0.373,2.92,8.85,0.0,13.76,441.0
2112,Kepler-1476 b,Kepler-1476,Kepler,10.35863224,0.0932,1.67,3.43,0.0,75.64,860.0
2113,Kepler-1477 b,Kepler-1477,Kepler,11.55530021,0.0911,1.18,1.76,0.0,78.16,674.0
2114,Kepler-1478 b,Kepler-1478,Kepler,26.084059399999997,0.1681,1.73,3.64,0.0,85.28,598.0
2115,Kepler-1479 b,Kepler-1479,Kepler,14.53261362,0.1173,1.83,4.01,0.0,98.57,746.0
2116,Kepler-148 b,Kepler-148,Kepler,1.729366,0.027999999999999997,1.8,3.89,0.0,609.02,1284.0
2117,Kepler-148 c,Kepler-148,Kepler,4.180043,0.05,3.6,12.6,0.0,187.2,957.0
2118,Kepler-148 d,Kepler-148,Kepler,51.84688575,0.2607,8.68,56.3,0.0,6.53,413.0
2119,Kepler-1480 b,Kepler-1480,Kepler,22.12679948,0.1525,1.67,3.43,0.0,16.32,721.0
2120,Kepler-1481 b,Kepler-1481,Kepler,5.94220998,0.059000000000000004,1.23,2.04,0.0,71.94,797.0
2121,Kepler-1482 b,Kepler-1482,Kepler,12.25383217,0.1016,1.01,1.01,0.0,86.5,678.0
2122,Kepler-1483 b,Kepler-1483,Kepler,9.5085156,0.0958,1.52,2.92,0.0,265.02,1131.0
2123,Kepler-1484 b,Kepler-1484,Kepler,30.4549136,0.1939,2.11,5.1,0.0,35.92,624.0
2124,Kepler-1485 b,Kepler-1485,Kepler,19.9157725,0.1467,1.47,2.76,0.0,85.18,728.0
2125,Kepler-1486 b,Kepler-1486,Kepler,54.649575899999995,0.2846,2.32,5.99,0.0,22.37,538.0
2126,Kepler-1487 b,Kepler-1487,Kepler,7.31946363,0.0898,2.13,5.18,0.0,323.29,1682.0
2127,Kepler-1488 b,Kepler-1488,Kepler,39.8189932,0.2285,1.86,4.12,0.0,73.33,650.0
2128,Kepler-1489 b,Kepler-1489,Kepler,82.294751,0.3679,1.77,3.78,0.0,11.89,400.0
2129,Kepler-149 b,Kepler-149,Kepler,29.198943,0.184,4.21,16.5,0.0,23.64,540.0
2130,Kepler-149 c,Kepler-149,Kepler,55.328328000000006,0.281,1.61,3.22,0.0,10.08,436.0
2131,Kepler-149 d,Kepler-149,Kepler,160.018032,0.5710000000000001,3.96,14.9,0.0,2.45,306.0
2132,Kepler-1490 b,Kepler-1490,Kepler,92.4362973,0.3729,3.04,9.48,0.0,3.79,348.0
2133,Kepler-1491 b,Kepler-1491,Kepler,16.586176199999997,0.127,1.51,2.89,0.0,138.11,821.0
2134,Kepler-1492 b,Kepler-1492,Kepler,16.75255007,0.1262,1.49,2.83,0.0,11.52,801.0
2135,Kepler-1493 b,Kepler-1493,Kepler,15.0217983,0.1197,1.41,2.57,0.0,137.91,874.0
2136,Kepler-1494 b,Kepler-1494,Kepler,91.08048199999999,0.3982,3.07,9.64,0.0,9.11,415.0
2137,Kepler-1495 b,Kepler-1495,Kepler,85.273256,0.3677,2.94,8.96,0.0,9.1,443.0
2138,Kepler-1496 b,Kepler-1496,Kepler,64.6588017,0.3211,2.22,5.56,0.0,18.38,535.0
2139,Kepler-1497 b,Kepler-1497,Kepler,8.74199772,0.0817,1.66,3.39,0.0,172.38,924.0
2140,Kepler-1498 b,Kepler-1498,Kepler,48.051404999999995,0.2528,1.33,2.33,0.0,9.86,564.0
2141,Kepler-1499 b,Kepler-1499,Kepler,44.2008,0.2196,1.19,1.81,0.0,7.37,409.0
2142,Kepler-15 b,Kepler-15,Kepler,4.942782,0.05714,10.76,209.76,0.06,430.68,1251.0
2143,Kepler-150 b,Kepler-150,Kepler,3.428054,0.044000000000000004,1.25,2.1,0.0,367.26,1131.0
2144,Kepler-150 c,Kepler-150,Kepler,7.381997999999999,0.073,3.69,13.2,0.0,132.09,876.0
2145,Kepler-150 d,Kepler-150,Kepler,12.56093,0.10400000000000001,2.79,8.2,0.0,65.14,734.0
2146,Kepler-150 e,Kepler-150,Kepler,30.826557,0.18899999999999997,3.12,9.91,0.0,19.67,544.0
2147,Kepler-150 f,Kepler-150,Kepler,637.2093,1.24,3.64,12.9,0.0,131.82,928.0
2148,Kepler-1500 b,Kepler-1500,Kepler,15.033010500000001,0.1236,1.2,1.87,0.0,131.82,928.0
2149,Kepler-1501 b,Kepler-1501,Kepler,14.5564533,0.1228,1.56,3.05,0.0,100.0,787.0
2150,Kepler-1502 b,Kepler-1502,Kepler,41.7083629,0.2482,3.18,10.2,0.0,77.32,608.0
2151,Kepler-1503 b,Kepler-1503,Kepler,96.16986999999999,0.3771,2.27,5.77,0.0,5.64,321.0
2152,Kepler-1504 b,Kepler-1504,Kepler,82.30400300000001,0.3704,2.13,5.18,0.0,25.17,485.0
2153,Kepler-1505 b,Kepler-1505,Kepler,30.860936600000002,0.1862,0.93,0.7490000000000001,0.0,36.12,525.0
2154,Kepler-1506 b,Kepler-1506,Kepler,14.0329154,0.1168,1.32,2.3,0.0,235.81,783.0
2155,Kepler-1507 b,Kepler-1507,Kepler,16.050621300000003,0.1234,0.84,0.52,0.0,30.48,630.0
2156,Kepler-1508 b,Kepler-1508,Kepler,20.7056504,0.1629,1.33,2.33,0.0,116.14,967.0
2157,Kepler-1509 b,Kepler-1509,Kepler,25.433819699999997,0.1707,1.85,4.08,0.0,83.08,667.0
2158,Kepler-151 b,Kepler-151,Kepler,15.228957999999999,0.11599999999999999,3.06,9.59,0.0,40.73,639.0
2159,Kepler-151 c,Kepler-151,Kepler,24.674612,0.16,2.09,5.02,0.0,21.41,544.0
2160,Kepler-1510 b,Kepler-1510,Kepler,84.703921,0.4089,3.36,11.2,0.0,14.04,537.0
2161,Kepler-1511 b,Kepler-1511,Kepler,23.238279199999997,0.1753,1.68,3.46,0.0,228.22,903.0
2162,Kepler-1512 b,Kepler-1512,Kepler,20.35972599,0.1097,1.18,1.76,0.0,1.6,322.0
2163,Kepler-1513 b,Kepler-1513,Kepler,160.88465087,0.5416,8.46,53.9,0.0,2.23,346.0
2164,Kepler-1514 b,Kepler-1514,Kepler,217.83184,0.753,12.42,1678.1424,0.401,3.23,388.0
2165,Kepler-1514 c,Kepler-1514,Kepler,10.514180999999999,0.0997,1.176,1.74,0.32,193.0,1066.0
2166,Kepler-1515 b,Kepler-1515,Kepler,214.31141639999998,0.7655,9.55,66.2,0.0,6.02,380.0
2167,Kepler-1516 b,Kepler-1516,Kepler,7.25931979,0.0718,1.75,3.71,0.0,615.25,967.0
2168,Kepler-1517 b,Kepler-1517,Kepler,5.54608367,0.078,9.76,68.7,0.0,1526.98,2336.0
2169,Kepler-1518 b,Kepler-1518,Kepler,5.11177904,0.0593,3.05,9.53,0.0,1079.46,1351.0
2170,Kepler-1519 b,Kepler-1519,Kepler,240.79893969999998,0.7655,7.06,39.6,0.0,3.94,342.0
2171,Kepler-152 b,Kepler-152,Kepler,18.207973000000003,0.124,2.79,8.2,0.0,21.08,551.0
2172,Kepler-152 c,Kepler-152,Kepler,88.255055,0.35600000000000004,2.39,6.3,0.0,2.57,326.0
2173,Kepler-1520 b,Kepler-1520,Kepler,0.65355357,0.0129,5.77,28.1,0.0,1134.39,1437.0
2174,Kepler-1521 b,Kepler-1521,Kepler,47.14840805,0.2317,2.5,6.8,0.0,5.12,391.0
2175,Kepler-1522 b,Kepler-1522,Kepler,1.84788917,0.0288,1.73,3.64,0.0,1513.46,1374.0
2176,Kepler-1523 b,Kepler-1523,Kepler,0.93875077,0.0185,1.58,3.12,0.0,2218.14,1676.0
2177,Kepler-1524 b,Kepler-1524,Kepler,70.9674603,0.3392,3.54,12.3,0.0,8.44,438.0
2178,Kepler-1525 b,Kepler-1525,Kepler,2.41660118,0.036000000000000004,0.91,0.693,0.0,715.11,1343.0
2179,Kepler-1526 b,Kepler-1526,Kepler,3.908632,0.0418,2.43,6.48,0.0,99.1,787.0
2180,Kepler-1527 b,Kepler-1527,Kepler,160.129918,0.6276,4.77,20.4,0.0,7.81,450.0
2181,Kepler-1528 b,Kepler-1528,Kepler,1.79111021,0.0296,1.46,2.73,0.0,1106.85,1549.0
