,pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt
1276,K2-281 b,K2-281,K2,8.687721,0.0773,8.18,50.9,0.078,42.6,665.0
1277,K2-282 b,K2-282,K2,4.169836,0.0499,2.82,8.35,0.078,42.6,1057.0
1278,K2-283 b,K2-283,K2,1.921036,0.0291,3.52,12.2,0.078,42.6,1186.0
1279,K2-284 b,K2-284,K2,4.795069,0.04771,2.78,8.15,0.078,42.6,653.0
1280,K2-285 b,K2-285,K2,3.471745,0.03817,2.59,9.68,0.0,234.31,1089.0
1281,K2-285 c,K2-285,K2,7.1380479999999995,0.0824,3.53,15.68,0.0,50.35,741.0
1282,K2-285 d,K2-285,K2,10.45582,0.1178,2.48,6.5,0.0,24.61,620.0
1283,K2-285 e,K2-285,K2,14.762889999999999,0.18041,1.95,10.7,0.0,10.5,501.0
1284,K2-286 b,K2-286,K2,27.359,0.1768,2.1,5.06,0.478,293.0,347.0
1285,K2-287 b,K2-287,K2,14.893291,0.1206,9.494,100.11645,0.478,293.0,804.0
1286,K2-288 B b,K2-288 B,K2,31.393463,0.16399999999999998,1.9,4.27,0.066,293.0,226.0
1287,K2-289 b,K2-289,K2,13.156969,0.107,9.1,61.0,0.066,293.0,753.0
1288,K2-29 b,K2-29,K2,3.2588321,0.04217,13.339,232.0159,0.066,293.0,1171.0
1289,K2-290 b,K2-290,K2,9.21165,0.0923,3.06,10.9,0.0,633.0,1230.0
1290,K2-290 c,K2-290,K2,48.36685,0.305,11.276,246.00042,0.0,633.0,676.0
1291,K2-291 b,K2-291,K2,2.225177,0.03261,1.589,6.49,0.0,633.0,795.0
1292,K2-292 b,K2-292,K2,16.9841,0.13,2.63,24.5,0.04,67.0,795.0
1293,K2-293 b,K2-293,K2,13.1225,0.0451,2.45,6.57,0.0,5.8,750.0
1294,K2-294 b,K2-294,K2,2.50387,0.0451,1.66,3.39,0.0,5.8,1425.0
1295,K2-295 b,K2-295,K2,4.0248669999999995,0.0451,10.054,106.47305,0.0,5.8,852.0
1296,K2-3 b,K2-3,K2,10.054625999999999,0.07400000000000001,1.98,6.48,0.0,5.8,504.0
1297,K2-3 c,K2-3,K2,24.646582000000002,0.1345,1.56,2.14,0.0,1.77,374.0
1298,K2-3 d,K2-3,K2,44.556459999999994,0.2097,1.53,2.8,0.0,0.8,282.0
1299,K2-30 b,K2-30,K2,4.098503,0.04839,11.646,184.02357,0.0,299.0,1092.0
1300,K2-308 b,K2-308,K2,3.38628,0.022000000000000002,9.916,70.6,0.0,1272.0,460.0
1301,K2-31 b,K2-31,K2,1.25785,0.022000000000000002,11.882,563.83042,0.0,1272.0,460.0
1302,K2-315 b,K2-315,K2,3.1443189,0.0147,0.95,0.809,0.0,7.45,460.0
1303,K2-316 b,K2-316,K2,1.133,0.0147,1.33,2.33,0.0,77.7,841.0
1304,K2-316 c,K2-316,K2,5.26,0.0582,1.83,4.01,0.0,77.7,423.0
1305,K2-317 b,K2-317,K2,6.22,0.0542,2.93,8.91,0.0,77.7,432.0
1306,K2-318 b,K2-318,K2,7.01,0.0911,1.66,3.39,0.0,77.7,456.0
1307,K2-319 b,K2-319,K2,26.68,0.1516,2.79,8.2,0.0,77.7,641.0
1308,K2-32 b,K2-32,K2,8.991828,0.08035,4.96,16.5,0.0,77.7,817.0
1309,K2-32 c,K2-32,K2,20.66186,0.1399,2.74,12.1,0.0,25.6,619.0
1310,K2-32 d,K2-32,K2,31.7142,0.1862,3.27,10.3,0.0,14.5,537.0
1311,K2-32 e,K2-32,K2,4.34882,0.049510000000000005,1.01,1.01,0.0697,45.7,698.0
1312,K2-320 b,K2-320,K2,1.995,0.0142,2.62,7.37,0.0697,45.7,698.0
1313,K2-321 b,K2-321,K2,2.298,0.040999999999999995,1.95,4.46,0.0697,45.7,701.0
1314,K2-322 b,K2-322,K2,8.205,0.0594,1.92,4.35,0.0697,45.7,635.0
1315,K2-323 b,K2-323,K2,24.93,0.1275,2.1,5.06,0.0697,45.7,318.0
1316,K2-324 b,K2-324,K2,3.262,0.0331,2.43,6.48,0.0697,45.7,707.0
1317,K2-325 b,K2-325,K2,6.93,0.0419,2.2,5.48,0.0697,45.7,423.0
1318,K2-326 b,K2-326,K2,1.256,0.0198,2.28,5.82,0.0697,45.7,1114.0
1319,K2-329 b,K2-329,K2,12.4551225,0.1016,8.676,82.6358,0.0697,45.7,650.0
1320,K2-33 b,K2-33,K2,5.4248650000000005,0.0409,5.04,1175.971,0.0,211.0,850.0
1321,K2-34 b,K2-34,K2,2.995633,0.0426,13.96,539.67534,0.0,211.0,1559.0
1322,K2-35 b,K2-35,K2,2.3999639999999998,0.031,1.32,2.3,0.13,211.0,979.0
1323,K2-35 c,K2-35,K2,5.608352,0.055,1.93,4.38,0.12,68.0,766.0
1324,K2-36 b,K2-36,K2,1.422614,0.0223,1.43,3.9,0.0,529.0,1224.0
1325,K2-36 c,K2-36,K2,5.340888,0.054000000000000006,3.2,7.8,0.0,90.0,788.0
1326,K2-37 b,K2-37,K2,4.44117,0.0511,1.61,3.22,0.0,213.3,974.0
1327,K2-37 c,K2-37,K2,6.4290400000000005,0.0654,2.75,8.0,0.0,130.3,861.0
1328,K2-37 d,K2-37,K2,14.09189,0.1103,2.73,7.9,0.0,45.7,663.0
1329,K2-38 b,K2-38,K2,4.01593,0.05073,1.906,19.0698,0.0,465.9,1184.0
1330,K2-38 c,K2-38,K2,10.56103,0.0964,2.42,9.9,0.0,128.3,858.0
1331,K2-39 b,K2-39,K2,4.60543,0.05708,6.277,28.6047,0.0,1356.0,1670.0
1332,K2-4 b,K2-4,K2,10.003417,0.078,2.1,5.06,0.08,15.6,563.0
1333,K2-42 b,K2-42,K2,6.68796,0.0617,2.15,5.27,0.07,44.1,939.0
1334,K2-43 b,K2-43,K2,3.4711489999999996,0.03784,4.51,18.5,0.07,49.0,939.0
1335,K2-43 c,K2-43,K2,2.198884,0.06,2.42,6.44,0.1,646.0,1094.0
1336,K2-44 b,K2-44,K2,5.657,0.06,2.4330000000000003,6.5,0.1,646.0,1211.0
1337,K2-45 b,K2-45,K2,1.7292683999999998,0.0224,6.71,36.4,0.1,100.0,889.0
1338,K2-46 b,K2-46,K2,19.1541,0.13821,2.05,4.86,0.07,119.0,889.0
1339,K2-47 b,K2-47,K2,31.6372,0.1779,1.89,4.23,0.07,10.7,565.0
1340,K2-48 b,K2-48,K2,20.5065,0.1344,2.24,5.65,0.07,15.3,565.0
1341,K2-49 b,K2-49,K2,2.77065,0.0309,1.93,4.38,0.07,59.0,565.0
1342,K2-5 b,K2-5,K2,5.73594,0.0532,1.91,4.31,0.07,24.1,565.0
1343,K2-5 c,K2-5,K2,10.93241,0.0818,2.26,5.73,0.07,10.2,456.0
1344,K2-50 b,K2-50,K2,8.7529,0.0705,1.59,3.15,0.07,18.8,2004.0
1346,K2-53 b,K2-53,K2,12.20772,0.098,2.6,7.27,0.07,52.5,665.0
1347,K2-54 b,K2-54,K2,9.7843,0.0671,1.15,1.6,0.07,6.1,615.0
1348,K2-55 b,K2-55,K2,2.8492580000000003,0.03486,3.82,14.0,0.07,115.0,615.0
1349,K2-57 b,K2-57,K2,9.0063,0.0746,2.1,5.06,0.0,24.1,615.0
1350,K2-58 b,K2-58,K2,7.05254,0.0692,2.68,7.65,0.0,118.0,615.0
1351,K2-58 c,K2-58,K2,2.53726,0.035,1.62,3.26,0.0,462.0,615.0
1352,K2-58 d,K2-58,K2,22.8827,0.1517,1.71,3.57,0.0,24.6,615.0
1353,K2-59 b,K2-59,K2,20.6921,0.1354,2.41,6.39,0.0,17.1,615.0
1354,K2-59 c,K2-59,K2,11.2954,0.0905,2.3,5.9,0.0,38.3,615.0
1355,K2-6 b,K2-6,K2,30.941909999999996,0.1898,2.5,6.8,0.0,28.6,615.0
1356,K2-60 b,K2-60,K2,3.00265,0.045,7.6560000000000015,135.39558,0.0,1212.0,1400.0
1357,K2-61 b,K2-61,K2,2.57302,0.0392,2.48,6.71,0.0,1686.0,1372.0
1358,K2-62 b,K2-62,K2,6.67202,0.0636,2.14,5.22,0.0,66.0,1372.0
1359,K2-62 c,K2-62,K2,16.1966,0.1148,2.14,5.22,0.0,20.5,1372.0
1360,K2-63 b,K2-63,K2,20.257,0.1627,3.22,10.5,0.0,188.0,1372.0
1361,K2-63 c,K2-63,K2,25.4556,0.18899999999999997,3.9,14.5,0.0,139.0,1372.0
1362,K2-64 b,K2-64,K2,6.5304400000000005,0.0619,2.07,4.94,0.0,98.0,1372.0
1363,K2-65 b,K2-65,K2,12.6475,0.1014,1.58,3.12,0.0,45.0,1372.0
1364,K2-66 b,K2-66,K2,5.06963,0.05983,2.49,21.3,0.0,840.0,1372.0
1365,K2-68 b,K2-68,K2,8.05428,0.0708,1.58,3.12,0.11,41.0,651.0
1366,K2-69 b,K2-69,K2,7.065989999999999,0.0591,2.32,5.99,0.11,17.9,651.0
1367,K2-7 b,K2-7,K2,28.679920000000003,0.1814,2.67,7.61,0.11,125.0,651.0
1368,K2-70 b,K2-70,K2,13.97896,0.1112,2.89,8.7,0.11,62.0,631.0
1369,K2-71 b,K2-71,K2,6.985410000000001,0.0559,2.15,5.27,0.11,13.4,631.0
1370,K2-72 b,K2-72,K2,5.577212,0.04,1.08,1.28,0.11,8.5,631.0
1371,K2-72 c,K2-72,K2,15.189034,0.078,1.16,1.65,0.11,2.2,631.0
1372,K2-72 d,K2-72,K2,7.760178,0.05,1.01,1.01,0.11,5.4,631.0
1373,K2-72 e,K2-72,K2,24.158868,0.106,1.29,2.21,0.11,1.2,631.0
1374,K2-73 b,K2-73,K2,7.495430000000001,0.07619,2.45,6.57,0.14,213.0,631.0
1375,K2-74 b,K2-74,K2,19.5666,0.1402,2.31,5.95,0.14,59.1,631.0
1376,K2-75 b,K2-75,K2,7.8142,0.081,2.67,7.61,0.14,430.0,631.0
1377,K2-75 c,K2-75,K2,18.311,0.1429,2.77,8.1,0.14,138.0,631.0
1378,K2-77 b,K2-77,K2,8.199796000000001,0.076,2.3,603.877,0.14,58.0,631.0
1379,K2-79 b,K2-79,K2,10.99573,0.0987,3.69,13.2,0.06,186.0,631.0
1380,K2-8 b,K2-8,K2,10.35239,0.0856,3.58,12.5,0.06,37.7,631.0
1381,K2-8 c,K2-8,K2,5.06416,0.0532,2.41,6.39,0.06,97.8,801.0
1382,K2-80 b,K2-80,K2,19.0918,0.135,2.01,4.7,0.06,32.5,979.0
1383,K2-80 c,K2-80,K2,5.605,0.0596,1.47,2.76,0.06,166.0,979.0
1384,K2-80 d,K2-80,K2,28.867253,0.059000000000000004,2.552,7.04,0.06,62.9,979.0
1385,K2-81 b,K2-81,K2,6.102325,0.059000000000000004,1.97,4.54,0.06,62.9,979.0
1386,K2-83 b,K2-83,K2,2.74697,0.03014,1.244,2.08,0.07,41.5,979.0
1387,K2-83 c,K2-83,K2,9.99767,0.07131,1.483,2.8,0.06,7.42,979.0
1388,K2-84 b,K2-84,K2,6.4215,0.0665,2.41,6.39,0.24,178.0,979.0
1389,K2-84 c,K2-84,K2,27.86,0.1768,2.03,4.78,0.24,25.3,979.0
1390,K2-85 b,K2-85,K2,0.684533,0.01263,1.01,1.01,0.24,479.0,979.0
1391,K2-86 b,K2-86,K2,8.77683,0.077,1.96,4.5,0.26,78.0,979.0
1392,K2-87 b,K2-87,K2,9.726617999999998,0.094,7.6,44.9,0.26,85.0,979.0
1393,K2-88 b,K2-88,K2,4.6122,0.0345,1.23,2.04,0.26,7.8,314.0
1394,K2-89 b,K2-89,K2,1.096026,0.01462,0.615,0.17,0.15,78.0,314.0
1395,K2-9 b,K2-9,K2,18.4498,0.091,2.25,5.69,0.07,1.36,314.0
1396,K2-90 b,K2-90,K2,13.733314000000002,0.096,2.6,7.27,0.07,10.2,502.0
1397,K2-90 c,K2-90,K2,2.900706,0.035,1.3,2.24,0.19,80.8,383.0
1398,K2-91 b,K2-91,K2,1.419549,0.0164,1.1,1.37,0.09,46.0,383.0
1399,K2-95 b,K2-95,K2,10.134016,0.0696,3.88,14.3,0.16,600.0,383.0
1400,K2-97 b,K2-97,K2,8.406725999999999,0.086,10.61,152.5584,0.22,600.0,1499.0
1401,K2-98 b,K2-98,K2,10.136448,0.0974,5.2,32.2,0.0,600.0,1092.0
1402,K2-99 b,K2-99,K2,18.251985,0.1597,11.73,308.2951,0.19,600.0,1113.0
1403,KELT-1 b,KELT-1,KELT,1.217514,0.02466,12.442,8654.15,0.0099,600.0,1377.0
1404,KELT-10 b,KELT-10,KELT-South,4.1662739,0.0525,15.681,215.80657,0.0007,600.0,1377.0
1405,KELT-11 b,KELT-11,KELT-South,4.7361,0.06229,15.132,54.34893,0.0007,1433.0,1712.0
1406,KELT-12 b,KELT-12,KELT-North,5.031623000000001,0.06708,19.952,301.9385,0.0,1749.0,1800.0
1407,KELT-14 b,KELT-14,KELT-South,1.7100566000000001,0.03005,19.537,408.09372,0.0,3152.0,1970.0
1408,KELT-15 b,KELT-15,KELT-South,3.32944,0.04613,19.504,416.3573,0.0,3152.0,1642.0
1409,KELT-16 b,KELT-16,KELT,0.9689950999999999,0.02044,15.861,874.0325,0.0,3152.0,2453.0
1410,KELT-17 b,KELT-17,KELT,3.0801716,0.04881,17.094,416.3573,0.0,3152.0,2087.0
1411,KELT-18 b,KELT-18,KELT-North,2.8717517999999997,0.0455,17.598,375.0394,0.0,3152.0,2085.0
1412,KELT-19 A b,KELT-19 A,KELT,4.6117093,0.0637,21.409,1293.5681,0.0,2340.0,1935.0
1413,KELT-2 A b,KELT-2 A,KELT,4.11379,0.054970000000000005,15.132,540.311,0.0,4362.5,2262.0
1414,KELT-20 b,KELT-20,KELT-North,3.4741085,0.0542,19.515,1074.90106,0.0,4362.5,2262.0
1415,KELT-21 b,KELT-21,KELT-North,3.6127647000000005,0.05224,17.777,1242.7153,0.0,2950.0,2051.0
1416,KELT-23 A b,KELT-23 A,KELT-North,2.255251,0.03302,14.83,298.12454,0.0,991.18,1561.0
1417,KELT-24 b,KELT-24,KELT-North,5.5514925999999996,0.06969,14.258,1646.3594,0.077,750.9,1459.0
1425,KIC 10001893 b,KIC 10001893,Kepler,0.2197,0.8,5.5,25.9,0.0603,2.14,308.0
1426,KIC 10001893 c,KIC 10001893,Kepler,0.32528,0.8,5.5,25.9,0.0603,2.14,308.0
1427,KIC 10001893 d,KIC 10001893,Kepler,0.81161,0.8,5.5,25.9,0.0603,2.14,308.0
1428,KIC 10525077 b,KIC 10525077,Kepler,854.0830000000001,0.8,5.5,25.9,0.0603,2.14,308.0
1429,KIC 3558849 b,KIC 3558849,Kepler,1322.3,0.8,6.9,38.1,0.0603,2.14,308.0
1430,KIC 5095269 b,KIC 5095269,Kepler,237.68977,0.8,12.6,2445.06619,0.0603,2.14,308.0
1431,KIC 5437945 b,KIC 5437945,Kepler,440.7813,1.1455,6.4,33.6,0.0,2.14,308.0
1432,KIC 5951458 b,KIC 5951458,Kepler,1320.1,1.4062,6.6,35.4,0.15,3.36,264.0
1433,KIC 7917485 b,KIC 7917485,Kepler,840.0,1.4062,12.4,3750.3940000000002,0.15,3.36,264.0
1434,KIC 8540376 b,KOI-7892,Kepler,31.8099,1.4062,4.1,15.8,0.0,3.36,264.0
1435,KIC 8540376 c,KOI-7892,Kepler,75.2,1.4062,2.4,6.35,0.0,3.36,264.0
1436,KIC 9663113 b,KIC 9663113,Kepler,572.3847,1.4062,4.6,19.2,0.0,3.36,264.0
1437,KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,KMTNet,17.855182,2.2,12.2,5700.0,0.34,196.51,911.0
1438,KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,KMTNet,17.855182,0.342,13.1,1043.0,0.34,196.51,911.0
1439,KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,KMTNet,17.855182,5.1,12.7,2200.0,0.34,196.51,911.0
1440,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,KMTNet,17.855182,1.08,12.9,1450.0,0.34,196.51,911.0
1441,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,KMTNet,17.855182,3.5,13.3,700.0,0.34,196.51,911.0
1442,KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,KMTNet,17.855182,0.83,12.2,4923.0,0.34,196.51,911.0
1443,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,KMTNet,17.855182,2.63,13.0,1250.0,0.34,196.51,911.0
1444,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,KMTNet,17.855182,3.64,13.2,836.0,0.34,196.51,911.0
1445,KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,KMTNet,17.855182,3.45,6.45,34.0,0.34,196.51,911.0
1446,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,KMTNet,17.855182,1.8,13.4,640.0,0.34,196.51,911.0
1447,KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,KMTNet,17.855182,1.6,14.0,230.0,0.34,196.51,911.0
1448,KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,KMTNet,17.855182,4.27,2.67,7.59,0.34,196.51,911.0
1449,KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,KMTNet,17.855182,0.62,9.01,60.0,0.34,196.51,911.0
1450,KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,KMTNet,17.855182,6.03,12.9,1400.0,0.34,196.51,911.0
1451,KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,KMTNet,17.855182,0.763,12.9,111.0,0.34,196.51,911.0
1452,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,KMTNet,17.855182,3.31,3.19,10.28,0.34,196.51,911.0
1453,KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,KMTNet,17.855182,2.15,13.7,397.0,0.34,196.51,911.0
1454,KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,KMTNet,17.855182,0.154,14.1,200.0,0.34,196.51,911.0
1455,KOI-12 b,KOI-12,Kepler,17.855182,0.154,13.787,349.61300000000006,0.34,196.51,911.0
1456,KOI-1257 b,KOI-1257,Kepler,86.647661,0.382,10.54,460.83,0.772,7.28,511.0
1458,KOI-142 b,KOI-142,Kepler,10.91647,0.098,3.438,9.5,0.05561,68.56,758.0
1459,KOI-142 c,KOI-142,Kepler,22.26492,0.15525,14.0,214.1,0.05724,44.8,660.0
1460,KOI-1599.01,KOI-1599,Kepler,20.4415,0.14728,1.9,4.6,0.013999999999999999,44.8,660.0
1461,KOI-1599.02,KOI-1599,Kepler,13.6088,0.112293,1.9,9.0,0.0114,76.81,755.0
1462,KOI-1783.01,KOI-1783,Kepler,134.4628,0.5135,8.86,71.0,0.0,5.7,412.0
1463,KOI-1783.02,KOI-1783,Kepler,284.215,0.8453,5.44,15.0,0.0,2.49,321.0
1464,KOI-217 b,KOI-217,Kepler,3.9051199999999997,0.0477,12.442,2.27,0.0,272.03,1046.0
1465,KOI-351 b,KOI-351,Kepler,7.008151,0.07400000000000001,1.31,2.27,0.0,316.44,1062.0
1466,KOI-351 c,KOI-351,Kepler,8.719375,0.08900000000000001,1.19,1.81,0.0,236.31,987.0
1467,KOI-351 d,KOI-351,Kepler,59.73667,0.32,2.87,8.6,0.0,18.17,520.0
1468,KOI-351 e,KOI-351,Kepler,91.93913,0.42,2.66,7.56,0.0,10.23,450.0
1469,KOI-351 f,KOI-351,Kepler,124.9144,0.48,2.88,8.65,0.0,6.8,407.0
1470,KOI-351 g,KOI-351,Kepler,210.60697000000002,0.71,8.1,254.264,0.0,3.39,342.0
1471,KOI-351 h,KOI-351,Kepler,331.60059,1.01,11.3,381.39599999999996,0.0,1.85,294.0
1472,KOI-3680 b,KOI-3680,Kepler,141.241671,0.534,11.097,613.4119,0.496,3.62,347.0
1473,KOI-55 b,KOI-55,Kepler,0.24010399999999998,0.006,0.759,0.44,0.25,1053.18,1486.0
1474,KOI-55 c,KOI-55,Kepler,0.342887,0.0076,0.867,0.655,0.25,1053.18,1486.0
1475,KOI-94 b,KOI-94,Kepler,3.743208,0.05119,1.71,10.5,0.25,1053.18,1486.0
1476,KOI-94 c,KOI-94,Kepler,10.423648,0.1013,4.32,15.6,0.43,268.22,1012.0
1477,KOI-94 d,KOI-94,Kepler,22.342989000000003,0.1684,11.27,106.0,0.022000000000000002,97.12,806.0
1478,KOI-94 e,KOI-94,Kepler,54.32031,0.3046,6.56,35.0,0.019,29.7,584.0
1479,KPS-1 b,KPS-1,Acton Sky Portal Observatory,1.706291,0.0269,11.545,346.4347,0.0,729.0,1459.0
1480,Kapteyn c,Kapteyn,Multiple Observatories,121.54,0.311,2.54,7.0,0.23,3741.78,2130.0
1481,Kepler-10 b,Kepler-10,Kepler,0.837491,0.0172,1.481,4.60853,0.06,3741.78,2130.0
1482,Kepler-10 c,Kepler-10,Kepler,45.2946,0.24100000000000002,2.323,7.37,0.025,18.3,584.0
1483,Kepler-100 b,Kepler-100,Kepler,6.88705,0.07200000000000001,1.32,7.34,0.13,478.21,1155.0
1484,Kepler-100 c,Kepler-100,Kepler,12.8159,0.109,2.2,7.05,0.02,208.66,939.0
1485,Kepler-100 d,Kepler-100,Kepler,35.3331,0.2143,1.61,3.0,0.38,53.98,670.0
1486,Kepler-1000 b,Kepler-1000,Kepler,120.01812720000001,0.5337,4.76,20.3,0.0,18.0,473.0
1487,Kepler-1001 b,Kepler-1001,Kepler,14.30511983,0.1129,3.15,10.1,0.0,40.85,693.0
1488,Kepler-1001 c,Kepler-1001,Kepler,9.18186,0.084,1.578,3.11,0.0,98.61,804.0
1489,Kepler-1002 b,Kepler-1002,Kepler,4.33642933,0.0564,1.71,3.57,0.0,981.68,1453.0
1490,Kepler-1003 b,Kepler-1003,Kepler,3.55485691,0.0444,1.78,3.82,0.0,814.92,1157.0
1491,Kepler-1004 b,Kepler-1004,Kepler,5.28789787,0.0671,6.28,32.5,0.0,1610.09,1661.0
1492,Kepler-1005 b,Kepler-1005,Kepler,6.49801525,0.0669,1.5,2.86,0.0,301.33,1026.0
1493,Kepler-1006 b,Kepler-1006,Kepler,19.76172042,0.1464,1.54,2.99,0.0,153.49,791.0
1494,Kepler-1007 b,Kepler-1007,Kepler,5.18500207,0.048,1.44,2.67,0.0,42.62,652.0
1495,Kepler-1008 b,Kepler-1008,Kepler,12.43931193,0.0951,1.28,2.18,0.0,35.41,627.0
1496,Kepler-1009 b,Kepler-1009,Kepler,11.35011917,0.0796,2.17,5.35,0.0,11.56,403.0
1497,Kepler-101 b,Kepler-101,Kepler,3.4876812000000004,0.0474,5.77,51.1,0.086,1240.33,1513.0
1498,Kepler-101 c,Kepler-101,Kepler,6.02976,0.0684,1.25,3.78,0.0,596.07,1413.0
1499,Kepler-1010 b,Kepler-1010,Kepler,34.2685705,0.193,2.32,5.99,0.0,10.17,477.0
1500,Kepler-1011 b,Kepler-1011,Kepler,5.75322197,0.0633,2.87,8.6,0.0,108.79,920.0
1501,Kepler-1012 b,Kepler-1012,Kepler,5.50860439,0.0585,1.29,2.21,0.0,191.81,934.0
1502,Kepler-1013 b,Kepler-1013,Kepler,18.93054959,0.13699999999999998,2.15,5.27,0.0,16.1,766.0
1503,Kepler-1014 b,Kepler-1014,Kepler,16.57110363,0.121,2.39,6.3,0.0,33.48,614.0
1504,Kepler-1015 b,Kepler-1015,Kepler,16.00494214,0.1396,3.55,12.3,0.0,172.11,1040.0
1505,Kepler-1016 b,Kepler-1016,Kepler,1.95452434,0.0307,2.18,5.39,0.0,1445.2,1540.0
1506,Kepler-1016 c,Kepler-1016,Kepler,105.65513689999999,0.4389,3.68,13.1,0.0,7.07,407.0
1507,Kepler-1017 b,Kepler-1017,Kepler,7.23400469,0.0702,1.99,4.62,0.0,119.6,831.0
1508,Kepler-1018 b,Kepler-1018,Kepler,49.1013514,0.253,2.58,7.18,0.0,12.1,498.0
1509,Kepler-1019 b,Kepler-1019,Kepler,1.41122985,0.0221,1.46,2.73,0.0,330.25,1164.0
1510,Kepler-102 b,Kepler-102,Kepler,5.28696,0.0552,0.47,4.3,0.0,90.33,792.0
1511,Kepler-102 c,Kepler-102,Kepler,7.07142,0.067,0.58,3.0,0.0,61.32,719.0
1512,Kepler-102 d,Kepler-102,Kepler,10.3117,0.0862,1.18,3.8,0.0,37.04,634.0
1513,Kepler-102 e,Kepler-102,Kepler,16.1457,0.1162,2.22,8.93,0.0,20.39,546.0
1514,Kepler-102 f,Kepler-102,Kepler,27.4536,0.1655,0.88,5.2,0.0,10.05,457.0
1515,Kepler-1020 b,Kepler-1020,Kepler,96.91514959999999,0.3878,2.28,5.82,0.0,2.34,325.0
1516,Kepler-1021 b,Kepler-1021,Kepler,13.47469571,0.1034,2.33,6.04,0.0,50.37,634.0
1517,Kepler-1022 b,Kepler-1022,Kepler,10.99469878,0.0805,2.36,6.17,0.0,19.26,512.0
1518,Kepler-1023 b,Kepler-1023,Kepler,62.1387714,0.301,2.63,7.41,0.0,6.98,524.0
1519,Kepler-1024 b,Kepler-1024,Kepler,66.4162133,0.3033,3.91,14.5,0.0,5.45,376.0
1520,Kepler-1025 b,Kepler-1025,Kepler,37.3229493,0.3344,1.98,4.58,0.0,17.95,1654.0
1521,Kepler-1026 b,Kepler-1026,Kepler,36.5156053,0.1977,2.21,5.52,0.0,5.99,425.0
1522,Kepler-1027 b,Kepler-1027,Kepler,1.9078051999999999,0.0295,0.89,0.64,0.0,1162.51,1268.0
1523,Kepler-1028 b,Kepler-1028,Kepler,2.51462432,0.0354,1.33,2.33,0.0,519.64,1217.0
1524,Kepler-1029 b,Kepler-1029,Kepler,4.41769648,0.047,1.26,2.13,0.0,92.16,790.0
1525,Kepler-103 b,Kepler-103,Kepler,15.9654,0.1269,3.37,9.7,0.03,150.54,872.0
1526,Kepler-103 c,Kepler-103,Kepler,179.612,0.6372,5.14,36.1,0.02,5.97,389.0
1527,Kepler-1030 b,Kepler-1030,Kepler,19.32952416,0.1338,2.48,6.71,0.0,16.88,529.0
1528,Kepler-1031 b,Kepler-1031,Kepler,1.22621732,0.0218,0.87,0.59,0.0,3973.86,2024.0
1529,Kepler-1032 b,Kepler-1032,Kepler,3.29011795,0.0361,1.87,4.16,0.0,176.14,802.0
1530,Kepler-1033 b,Kepler-1033,Kepler,7.56052806,0.0761,2.51,6.85,0.0,159.42,914.0
1531,Kepler-1034 b,Kepler-1034,Kepler,12.12400943,0.0965,2.26,5.73,0.0,36.79,675.0
1532,Kepler-1035 b,Kepler-1035,Kepler,2.71407755,0.0386,1.17,1.71,0.0,1180.06,1301.0
1533,Kepler-1036 b,Kepler-1036,Kepler,122.88080579999999,0.4629,3.01,9.32,0.0,2.82,326.0
1534,Kepler-1037 b,Kepler-1037,Kepler,1.06378867,0.0198,1.28,2.18,0.0,1015.43,1650.0
1535,Kepler-1038 b,Kepler-1038,Kepler,148.4603382,0.5238,3.53,12.2,0.0,1.51,285.0
1536,Kepler-1039 b,Kepler-1039,Kepler,0.93488424,0.0184,1.46,2.73,0.0,668.13,2080.0
1537,Kepler-104 b,Kepler-104,Kepler,11.427548,0.094,3.1,19.6,0.0,119.91,852.0
1538,Kepler-104 c,Kepler-104,Kepler,23.668205,0.153,3.13,9.96,0.0,45.44,668.0
1539,Kepler-104 d,Kepler-104,Kepler,51.755394,0.257,3.58,12.5,0.0,16.01,515.0
1540,Kepler-1040 b,Kepler-1040,Kepler,201.1214,0.6559,2.08,4.98,0.0,2.12,300.0
1541,Kepler-1041 b,Kepler-1041,Kepler,24.7576421,0.1688,2.94,8.96,0.0,117.96,644.0
1542,Kepler-1042 b,Kepler-1042,Kepler,10.13202575,0.0756,2.19,5.43,0.0,25.66,574.0
